timestamp,magnitude,stepCount,totalStepCount
3196,1.80,0,0
6066,3.71,0,0
6184,5.64,0,0
6238,7.78,0,0
6303,10.16,0,0
6381,11.43,0,0
6452,12.15,0,0
6530,12.07,0,0
6578,12.04,0,0
6632,12.15,0,0
6724,11.48,0,0
6753,11.19,0,0
6822,11.34,0,0
6861,11.11,0,0
6894,10.48,0,0
6952,9.92,0,0
7003,9.76,0,0
7048,9.55,0,0
7096,9.08,0,0
7150,8.83,0,0
7230,9.05,0,0
7258,8.99,0,0
7297,9.56,0,0
7346,10.49,0,0
7387,11.20,0,0
7436,11.25,0,0
7517,11.32,0,0
7570,11.67,0,0
7604,11.96,0,0
7660,11.75,0,0
7701,11.80,0,0
7770,12.07,0,0
7807,11.80,0,0
7860,11.62,0,0
7888,11.89,0,0
7951,11.81,0,0
7990,11.45,0,0
8074,10.72,0,0
8121,10.46,0,0
8174,9.89,0,0
8224,9.28,0,0
8278,9.20,0,0
8367,9.67,0,0
8405,9.66,0,0
8458,10.20,0,0
8499,10.99,0,0
8530,11.22,0,0
8589,11.32,0,0
8631,11.56,0,0
8694,12.12,0,0
8732,12.45,0,0
8779,12.47,0,0
8827,12.40,0,0
8899,12.46,0,0
8937,12.07,0,0
8985,12.05,0,0
9027,12.29,0,0
9086,12.34,0,0
9172,11.75,0,0
9211,11.19,6,6
9249,10.80,0,6
9301,9.98,0,6
9341,9.04,0,6
9423,9.13,0,6
9465,9.33,0,6
9515,9.34,0,6
9565,10.05,0,6
9612,11.14,0,6
9691,11.47,0,6
9730,11.58,0,6
9798,11.79,0,6
9838,12.05,0,6
9897,12.04,0,6
9964,11.90,0,6
10060,12.18,0,6
10112,12.32,0,6
10140,12.20,0,6
10193,12.02,0,6
10284,11.89,0,6
10316,11.32,0,6
10366,10.59,0,6
10425,10.03,0,6
10464,9.48,0,6
10537,9.03,0,6
11655,9.51,0,6
11744,9.64,0,6
11782,9.56,0,6
11812,9.79,0,6
11866,10.11,0,6
11906,9.65,4,10
12012,9.62,0,10
12057,9.54,0,10
12099,9.53,0,10
12147,9.70,0,10
12254,9.42,0,10
12353,9.51,0,10
12397,9.73,0,10
13499,9.53,0,10
13588,9.40,0,10
13616,9.81,0,10
13663,9.78,0,10
13707,9.63,0,10
13751,9.79,0,10
13821,9.86,0,10
13864,10.04,0,10
13921,10.14,0,10
13954,10.58,0,10
14004,11.15,0,10
14108,11.64,0,10
14135,11.79,0,10
14187,12.09,0,10
14215,12.17,0,10
14256,12.14,0,10
14328,11.95,0,10
14367,11.75,0,10
14429,11.57,0,10
14476,10.89,0,10
14528,9.72,0,10
14605,9.24,0,10
14644,9.23,0,10
14685,9.50,0,10
14719,10.24,0,10
14769,11.61,0,10
14829,12.72,0,10
14909,13.36,0,10
14939,13.54,0,10
14990,13.78,0,10
15039,14.17,0,10
15086,13.59,0,10
15154,13.00,0,10
15208,13.11,0,10
15248,13.22,0,10
15293,13.01,0,10
15333,13.19,0,10
15384,13.09,0,10
15453,12.13,0,10
15490,11.18,0,10
15552,10.51,0,10
15590,10.02,0,10
15649,9.70,0,10
15728,10.17,0,10
15758,10.49,0,10
15807,10.33,0,10
15844,10.42,0,10
15897,10.99,0,10
15948,11.29,0,10
16008,11.72,0,10
16061,12.41,0,10
16101,12.84,0,10
16152,12.79,0,10
16180,12.39,0,10
16234,12.06,0,10
16306,12.24,0,10
16352,12.55,0,10
16393,12.93,0,10
16446,13.42,0,10
16486,13.61,0,10
16574,12.90,0,10
16625,11.77,0,10
16665,11.16,0,10
16704,10.39,0,10
16761,9.92,0,10
16831,10.60,0,10
16891,11.46,0,10
16964,11.97,0,10
17007,12.77,0,10
17046,13.43,0,10
17105,13.03,0,10
17147,12.74,0,10
17189,12.45,0,10
17228,12.56,0,10
17277,12.44,0,10
17306,12.52,0,10
17385,12.96,0,10
17413,13.46,0,10
17457,13.49,0,10
17492,13.84,0,10
17536,14.38,0,10
17588,14.41,0,10
17682,13.80,4,14
17723,12.87,0,14
17775,11.83,0,14
17807,10.42,0,14
17853,9.01,0,14
17922,8.84,0,14
17953,9.31,0,14
18011,9.98,0,14
18051,11.22,0,14
18098,12.59,0,14
18129,13.33,0,14
18209,13.59,0,14
18259,13.72,0,14
18303,13.46,0,14
18384,13.39,0,14
18462,12.84,0,14
18529,12.82,0,14
18602,13.10,0,14
18643,13.36,0,14
18724,13.12,0,14
18782,13.05,0,14
18823,12.51,0,14
18896,11.44,0,14
18967,10.26,0,14
19041,9.60,0,14
19139,9.74,0,14
20269,10.10,0,14
20358,10.55,0,14
20411,10.86,0,14
20473,10.85,0,14
20511,10.51,3,17
20572,9.82,0,17
20662,9.25,0,17
20709,9.33,0,17
20771,9.46,0,17
20810,9.41,0,17
20890,9.59,0,17
20973,9.74,0,17
21065,9.76,0,17
21127,9.73,0,17
21185,9.78,0,17
21272,9.72,0,17
21323,9.74,0,17
21371,9.54,0,17
21423,9.75,0,17
21484,9.75,0,17
21572,9.88,0,17
21623,10.07,0,17
