timestamp,magnitude,stepCount,totalStepCount
41933,1.06,0,0
42029,0.78,0,0
42128,0.79,0,0
42215,1.18,0,0
42295,1.24,0,0
42375,1.37,0,0
42442,1.69,0,0
42530,1.29,0,0
42620,0.77,0,0
42701,0.85,0,0
42768,1.04,0,0
42841,0.79,0,0
42921,0.62,0,0
42991,0.37,0,0
43058,0.09,0,0
43143,-0.37,0,0
43234,-0.22,0,0
43306,0.44,0,0
43374,1.26,0,0
43470,1.40,0,0
43542,1.57,0,0
43620,1.34,0,0
43688,0.93,0,0
43756,0.29,0,0
43843,-0.04,0,0
43915,-0.09,0,0
43985,0.29,0,0
44066,0.71,0,0
44154,1.13,0,0
44291,1.31,0,0
44367,1.32,0,0
44445,1.03,0,0
44518,0.81,0,0
44577,0.27,0,0
44655,0.14,0,0
44725,0.57,0,0
44783,0.70,0,0
44861,0.99,0,0
44974,0.55,0,0
45053,0.49,0,0
45120,0.47,0,0
45196,0.73,0,0
45286,0.44,0,0
45344,1.29,0,0
45412,1.68,0,0
45500,1.35,0,0
45589,1.11,0,0
45662,0.79,0,0
45784,0.46,0,0
45859,0.23,0,0
45917,-0.30,0,0
45997,-0.49,0,0
46058,-0.21,0,0
46209,0.16,0,0
46277,0.29,0,0
46346,0.78,0,0
46420,1.11,0,0
46517,0.94,0,0
46596,-0.32,0,0
46668,0.36,0,0
46737,-0.69,0,0
46832,-1.49,0,0
46910,-0.59,0,0
46982,2.06,0,0
47050,1.92,0,0
47131,3.21,0,0
47235,3.86,0,0
47326,3.41,0,0
47385,2.21,0,0
47455,2.40,0,0
47567,3.46,0,0
47655,4.37,0,0
47764,4.31,0,0
47840,3.28,0,0
47921,2.39,0,0
47989,1.62,0,0
48057,1.21,0,0
48164,2.01,0,0
48253,3.71,0,0
48333,4.62,0,0
48411,4.71,0,0
48478,5.21,0,0
48557,5.59,0,0
48640,5.56,0,0
48708,5.49,0,0
48777,5.18,0,0
48860,4.11,0,0
48968,2.86,0,0
49036,2.66,0,0
49105,2.93,0,0
49171,3.64,0,0
49232,4.84,0,0
49300,5.31,0,0
49381,4.96,0,0
49460,4.61,0,0
49528,4.21,0,0
49598,4.41,0,0
49702,4.84,0,0
49785,4.77,0,0
49844,4.14,0,0
49912,3.11,0,0
49993,1.98,0,0
50056,1.39,0,0
50116,1.31,0,0
50200,2.02,0,0
50260,3.54,0,0
50322,4.57,0,0
50401,4.67,0,0
50469,4.73,0,0
