timestamp,magnitude,stepCount,totalStepCount
5573,9.74,0,0
5650,9.72,0,0
5711,9.76,0,0
5854,9.73,0,0
5994,9.66,0,0
6198,9.60,0,0
6263,9.56,0,0
6334,9.58,0,0
6427,9.61,0,0
6532,9.64,0,0
6629,9.61,0,0
6717,9.65,0,0
6776,9.68,0,0
6847,9.64,0,0
6926,9.63,0,0
7003,9.73,0,0
7067,9.90,0,0
7131,9.85,0,0
7204,9.89,0,0
7261,9.96,0,0
7335,9.87,0,0
7405,9.65,0,0
7447,9.31,0,0
7488,9.62,0,0
7545,10.31,0,0
7593,10.29,0,0
7660,10.16,0,0
7739,10.62,0,0
7807,10.25,0,0
7875,9.91,0,0
7950,9.07,0,0
8043,10.07,0,0
8137,9.95,0,0
8204,10.05,0,0
8271,9.89,0,0
8363,10.52,0,0
8462,9.53,0,0
8542,9.59,0,0
8618,9.62,0,0
8688,9.52,0,0
8772,10.06,0,0
8841,10.51,0,0
8909,10.49,0,0
8992,10.51,0,0
9091,10.01,0,0
9183,9.38,0,0
9265,9.29,0,0
9337,8.92,0,0
9409,8.64,0,0
9499,8.83,0,0
9587,8.80,0,0
9657,8.71,0,0
9727,8.78,0,0
9811,9.03,0,0
9900,9.25,0,0
9988,9.39,0,0
10062,9.29,0,0
10121,9.57,0,0
10205,9.95,0,0
10263,10.04,0,0
10324,10.17,0,0
10454,10.27,0,0
10523,10.04,0,0
10606,9.56,0,0
10666,9.58,0,0
10727,9.94,0,0
10816,9.76,0,0
