timestamp,magnitude,stepCount,totalStepCount
3195,1.93,0,0
6052,3.77,0,0
6119,5.70,0,0
6183,7.53,0,0
6273,9.42,0,0
6395,9.52,0,0
6480,9.61,0,0
6578,9.55,0,0
6647,9.63,0,0
6717,9.59,0,0
6800,9.46,0,0
6887,9.40,0,0
6957,9.47,0,0
7045,9.53,0,0
7136,9.60,0,0
7214,9.60,0,0
7317,9.63,0,0
7421,9.63,0,0
7515,9.60,0,0
7615,9.63,0,0
7704,9.62,0,0
7784,9.67,0,0
7863,9.62,0,0
7934,9.54,0,0
8029,9.50,0,0
8123,9.47,0,0
8222,9.45,0,0
8311,9.53,0,0
8373,9.67,0,0
8446,9.76,0,0
8531,10.04,0,0
8609,10.05,0,0
8679,9.95,0,0
8765,9.92,0,0
8838,9.86,0,0
8948,9.45,0,0
9040,9.27,0,0
9118,9.05,0,0
9189,8.78,0,0
9263,8.81,0,0
9355,9.17,0,0
9432,10.00,0,0
9508,10.76,0,0
9565,11.20,0,0
9643,11.67,0,0
9702,11.74,0,0
9775,11.22,0,0
9885,10.68,0,0
9986,10.34,1,1
10074,9.79,0,1
10159,9.75,0,1
10236,9.37,0,1
10305,9.34,0,1
10384,9.47,0,1
10486,10.18,0,1
10563,10.99,0,1
10624,11.51,0,1
10688,11.84,0,1
10770,12.26,0,1
10862,11.93,0,1
10931,11.03,0,1
11006,10.49,0,1
11102,10.37,1,2
11199,10.32,0,2
11279,10.07,0,2
11349,9.81,0,2
11416,10.06,0,2
11491,10.05,0,2
11578,10.34,0,2
11737,10.98,0,2
11809,11.67,0,2
11893,11.94,0,2
11964,12.02,0,2
12032,11.27,0,2
12104,10.29,0,2
12174,9.90,0,2
12234,9.60,1,3
15145,9.44,0,3
15221,9.58,0,3
15345,9.85,0,3
15412,9.79,0,3
15488,9.79,0,3
15546,9.69,0,3
15613,9.64,0,3
15702,9.33,0,3
15782,9.00,0,3
15853,9.00,0,3
15915,9.20,0,3
15994,9.27,0,3
16077,9.64,0,3
16143,9.93,0,3
16229,10.05,0,3
16317,9.87,0,3
16409,9.78,0,3
16526,9.66,0,3
16616,9.67,0,3
16704,9.48,0,3
16801,9.52,0,3
16871,9.48,0,3
16943,9.55,0,3
17018,9.50,0,3
17136,9.56,0,3
17253,9.50,0,3
17346,9.52,0,3
17435,9.46,0,3
17535,9.41,0,3
17613,9.47,0,3
17683,9.52,0,3
17761,9.51,0,3
17849,9.52,0,3
17947,9.53,0,3
18017,9.54,0,3
18087,9.68,0,3
18167,9.63,0,3
18257,9.54,0,3
18365,9.57,0,3
18445,9.48,0,3
18525,9.28,0,3
18887,9.63,0,3
19062,9.82,0,3
19183,9.99,0,3
19294,9.65,0,3
19414,9.81,0,3
19497,10.17,0,3
19629,10.74,0,3
19703,10.88,0,3
19803,11.65,0,3
19902,11.74,0,3
19994,11.09,0,3
20084,10.22,0,3
20248,10.33,0,3
20338,9.77,0,3
20424,9.42,1,4
20525,9.52,0,4
20625,10.50,0,4
20769,10.48,0,4
20841,11.23,0,4
20932,11.54,0,4
21059,11.34,0,4
21127,10.43,1,5
21442,9.69,0,5
21548,9.22,0,5
21657,9.76,0,5
21755,10.60,0,5
21877,11.27,0,5
21970,11.90,0,5
22053,12.06,0,5
22177,11.30,0,5
22340,10.62,0,5
22410,10.39,0,5
22553,9.93,0,5
22655,9.80,0,5
22724,10.57,0,5
22794,11.44,0,5
22865,11.64,0,5
22933,12.25,0,5
23003,12.52,0,5
23074,12.09,0,5
23180,11.22,0,5
23274,10.47,0,5
23374,10.30,1,6
23452,9.78,0,6
23519,9.70,0,6
23610,9.71,0,6
23687,10.11,0,6
23784,10.09,0,6
23872,10.70,0,6
23946,11.06,0,6
24003,11.35,0,6
24097,11.10,0,6
24173,11.00,0,6
24242,10.65,0,6
24323,10.06,0,6
24400,9.94,0,6
24478,10.50,0,6
24578,10.23,0,6
24679,10.15,0,6
24808,10.16,0,6
24908,9.71,0,6
24979,9.53,0,6
25047,9.62,0,6
25111,9.67,0,6
25181,9.68,0,6
25238,9.83,0,6
25322,9.46,0,6
25410,9.45,0,6
25483,9.21,0,6
25571,9.06,0,6
25638,9.13,0,6
25728,9.22,0,6
25787,9.25,0,6
25856,9.38,0,6
25953,9.53,0,6
26036,9.47,0,6
26127,9.47,0,6
26199,9.46,0,6
26267,9.53,0,6
26346,9.60,0,6
26423,9.71,0,6
26491,9.73,0,6
26565,9.78,0,6
26662,9.71,0,6
26743,9.67,0,6
26815,9.62,0,6
26884,9.63,0,6
