timestamp,magnitude,stepCount,totalStepCount
22987,10.21,0,1
23047,10.72,0,1
23119,11.48,0,1
23196,11.41,0,1
23266,11.78,0,1
23338,12.25,0,1
23462,12.31,0,1
23552,11.18,0,1
23671,10.89,0,1
23820,10.76,0,1
23890,10.24,0,1
23957,10.03,0,1
24040,10.31,0,1
24129,10.94,0,1
24190,11.59,0,1
24258,11.82,0,1
24358,12.28,0,1
24539,12.34,0,1
24748,11.57,0,1
24854,10.92,0,1
24945,10.72,0,1
25007,10.32,0,1
25075,10.34,0,1
25151,10.90,0,1
25279,11.43,0,1
25355,11.41,0,1
25425,11.56,0,1
25493,11.62,0,1
25582,11.48,0,1
25662,10.51,0,1
25731,10.34,0,1
25813,10.21,0,1
25901,9.73,0,1
25992,9.76,0,1
26171,9.88,0,1
26282,10.20,0,1
26394,10.81,0,1
26495,11.14,0,1
26598,11.28,0,1
26706,11.34,0,1
26810,11.12,0,1
26947,10.32,0,1
27090,10.09,0,1
27182,9.68,0,1
27263,9.65,0,1
27343,9.69,0,1
27438,9.62,0,1
27558,9.72,0,1
27631,9.84,0,1
27810,9.75,0,1
