timestamp,magnitude,stepCount,totalStepCount
3195,2.18,0,0
3509,4.18,0,0
3853,6.07,0,0
3928,8.14,0,0
4093,10.02,0,0
4236,9.86,0,0
4313,9.80,0,0
4414,9.68,0,0
4505,9.43,0,0
4604,10.18,0,0
4701,9.51,0,0
4799,9.30,0,0
4869,9.81,0,0
4936,10.02,0,0
5009,9.33,0,0
5100,10.19,0,0
5157,10.20,0,0
5228,10.11,0,0
5326,10.03,0,0
5416,9.81,0,0
5551,9.44,0,0
5621,10.16,0,0
5690,9.88,0,0
5759,9.77,0,0
5829,10.01,0,0
5917,10.06,0,0
6004,9.48,0,0
6071,9.41,0,0
6148,9.29,0,0
6241,9.39,0,0
6349,9.49,0,0
6416,9.48,0,0
6503,9.58,0,0
6574,9.71,0,0
6656,9.49,0,0
6754,9.42,0,0
6831,9.59,0,0
6891,9.57,0,0
6960,9.60,0,0
7052,9.70,0,0
7131,9.77,0,0
7198,9.94,0,0
7273,10.35,0,0
7348,11.05,0,0
7409,11.57,0,0
7512,11.99,0,0
7583,12.03,0,0
7668,11.28,1,1
7755,10.55,0,1
7825,10.16,0,1
7886,10.18,0,1
7982,10.10,0,1
8070,10.75,0,1
8127,11.19,0,1
8205,11.60,0,1
8323,11.70,0,1
8430,12.54,0,1
8511,13.09,0,1
8602,13.33,0,1
8701,12.96,1,2
8803,12.61,0,2
8902,11.98,0,2
8981,11.90,0,2
9045,11.83,0,2
9112,12.27,0,2
9207,12.76,0,2
9307,13.34,0,2
9397,13.33,0,2
9518,14.55,0,2
9586,15.92,0,2
9654,16.76,0,2
9715,16.32,2,4
9783,15.65,0,4
9841,13.80,0,4
9923,12.16,0,4
10013,11.46,0,4
10083,11.87,0,4
10143,12.87,0,4
10226,14.14,0,4
10295,14.58,0,4
10374,14.48,0,4
10449,14.42,0,4
10544,14.26,0,4
10647,14.49,1,5
10735,15.10,0,5
10805,15.23,0,5
10900,14.39,0,5
10970,13.65,0,5
11052,12.57,0,5
11159,11.77,0,5
11230,12.07,0,5
11300,13.21,0,5
11364,13.80,0,5
